"time","countIn","countOut","countOuts"
0,0,0,0
0,0,0,0
0,1,1,1
3.063636142120067e-19,1,1,1
3.063636142120067e-19,1,2,2
0.01,1,2,2
0.02,1,2,2
0.03,1,2,2
0.04,1,2,2
0.05,1,2,2
0.05,1,2,2
0.06,1,2,2
0.07000000000000001,1,2,2
0.08,1,2,2
0.09,1,2,2
0.1,1,2,2
0.1,1,2,2
0.11,1,2,2
0.12,1,2,2
0.13,1,2,2
0.14,1,2,2
0.15,1,2,2
0.15,1,2,2
0.16,1,2,2
0.17,1,2,2
0.18,1,2,2
0.19,1,2,2
0.2,1,2,2
0.2,1,2,2
0.21,1,2,2
0.22,1,2,2
0.23,1,2,2
0.24,1,2,2
0.25,1,2,2
0.25,1,2,2
0.26,1,2,2
0.27,1,2,2
0.28,1,2,2
0.29,1,2,2
0.3,1,2,2
0.3,1,2,2
0.31,1,2,2
0.32,1,2,2
0.33,1,2,2
0.34,1,2,2
0.35,1,2,2
0.35,1,2,2
0.36,1,2,2
0.37,1,2,2
0.38,1,2,2
0.39,1,2,2
0.4,1,2,2
0.4,1,2,2
0.41,1,2,2
0.42,1,2,2
0.43,1,2,2
0.44,1,2,2
0.45,1,2,2
0.45,1,2,2
0.46,1,2,2
0.47,1,2,2
0.48,1,2,2
0.49,1,2,2
0.4999999999999999,1,2,2
0.4999999999999999,1,2,2
0.51,1,2,2
0.52,1,2,2
0.53,1,2,2
0.54,1,2,2
0.5499999999999999,1,2,2
0.5499999999999999,1,2,2
0.5600000000000001,1,2,2
0.57,1,2,2
0.58,1,2,2
0.59,1,2,2
0.6,1,2,2
0.6,1,2,2
0.61,1,2,2
0.62,1,2,2
0.63,1,2,2
0.64,1,2,2
0.65,1,2,2
0.65,1,2,2
0.66,1,2,2
0.67,1,2,2
0.68,1,2,2
0.6899999999999999,1,2,2
0.7000000000000001,1,2,2
0.7000000000000001,1,2,2
0.71,1,2,2
0.72,1,2,2
0.73,1,2,2
0.74,1,2,2
0.7500000000000001,1,2,2
0.7500000000000001,1,2,2
0.76,1,2,2
0.77,1,2,2
0.78,1,2,2
0.79,1,2,2
0.8000000000000002,1,2,2
0.8000000000000002,1,2,2
0.8100000000000001,1,2,2
0.82,1,2,2
0.83,1,2,2
0.84,1,2,2
0.8500000000000002,1,2,2
0.8500000000000002,1,2,2
0.86,1,2,2
0.87,1,2,2
0.8700000000000098,1,2,2
0.8700000000000098,1,3,3
0.8700000001870003,1,3,3
0.8700000001870003,1,3,3
0.88,1,3,3
0.89,1,3,3
0.9000000000000002,1,3,3
0.9000000000000002,1,3,3
0.91,1,3,3
0.92,1,3,3
0.93,1,3,3
0.9399999999999999,1,3,3
0.9500000000000003,1,3,3
0.9500000000000003,1,3,3
0.96,1,3,3
0.97,1,3,3
0.98,1,3,3
0.99,1,3,3
1,1,3,3
1,2,3,3
1.01,2,3,3
1.02,2,3,3
1.03,2,3,3
1.04,2,3,3
1.05,2,3,3
1.05,2,3,3
1.06,2,3,3
1.07,2,3,3
1.08,2,3,3
1.09,2,3,3
1.1,2,3,3
1.1,2,3,3
1.11,2,3,3
1.12,2,3,3
1.13,2,3,3
1.14,2,3,3
1.15,2,3,3
1.15,2,3,3
1.16,2,3,3
1.17,2,3,3
1.18,2,3,3
1.19,2,3,3
1.2,2,3,3
1.2,2,3,3
1.21,2,3,3
1.22,2,3,3
1.23,2,3,3
1.24,2,3,3
1.25,2,3,3
1.25,2,3,3
1.26,2,3,3
1.27,2,3,3
1.28,2,3,3
1.29,2,3,3
1.3,2,3,3
1.3,2,3,3
1.31,2,3,3
1.32,2,3,3
1.329242035549371,2,3,3
1.329242035549371,2,3,3
1.33,2,3,3
1.34,2,3,3
1.350000000000001,2,3,3
1.350000000000001,2,3,3
1.36,2,3,3
1.37,2,3,3
1.38,2,3,3
1.39,2,3,3
1.400000000000001,2,3,3
1.400000000000001,2,3,3
1.41,2,3,3
1.42,2,3,3
1.43,2,3,3
1.44,2,3,3
1.450000000000001,2,3,3
1.450000000000001,2,3,3
1.46,2,3,3
1.47,2,3,3
1.48,2,3,3
1.49,2,3,3
1.500000000000001,2,3,3
1.500000000000001,2,3,3
1.51,2,3,3
1.52,2,3,3
1.53,2,3,3
1.54,2,3,3
1.550000000000001,2,3,3
1.550000000000001,2,3,3
1.56,2,3,3
1.57,2,3,3
1.58,2,3,3
1.59,2,3,3
1.600000000000001,2,3,3
1.600000000000001,2,3,3
1.61,2,3,3
1.62,2,3,3
1.63,2,3,3
1.64,2,3,3
1.650000000000001,2,3,3
1.650000000000001,2,3,3
1.66,2,3,3
1.67,2,3,3
1.68,2,3,3
1.69,2,3,3
1.700000000000001,2,3,3
1.700000000000001,2,3,3
1.71,2,3,3
1.72,2,3,3
1.73,2,3,3
1.74,2,3,3
1.750000000000001,2,3,3
1.750000000000001,2,3,3
1.76,2,3,3
1.77,2,3,3
1.78,2,3,3
1.79,2,3,3
1.800000000000001,2,3,3
1.800000000000001,2,3,3
1.81,2,3,3
1.82,2,3,3
1.83,2,3,3
1.84,2,3,3
1.850000000000001,2,3,3
1.850000000000001,2,3,3
1.86,2,3,3
1.87,2,3,3
1.875000000001517,2,3,3
1.875000000001517,2,4,4
1.88,2,4,4
1.89,2,4,4
1.900000000000001,2,4,4
1.900000000000001,2,4,4
1.91,2,4,4
1.92,2,4,4
1.93,2,4,4
1.94,2,4,4
1.950000000000001,2,4,4
1.950000000000001,2,4,4
1.96,2,4,4
1.97,2,4,4
1.98,2,4,4
1.99,2,4,4
2,2,4,4
2,3,4,4
2.01,3,4,4
2.02,3,4,4
2.03,3,4,4
2.04,3,4,4
2.050000000000001,3,4,4
2.050000000000001,3,4,4
2.06,3,4,4
2.07,3,4,4
2.08,3,4,4
2.09,3,4,4
2.091753290694791,3,4,4
2.091753290694791,3,4,4
2.0950878947543,3,4,4
2.0950878947543,3,5,5
2.100000000000001,3,5,5
2.100000000000001,3,5,5
2.11,3,5,5
2.12,3,5,5
2.13,3,5,5
2.14,3,5,5
2.15,3,5,5
2.15,3,5,5
2.16,3,5,5
2.17,3,5,5
2.18,3,5,5
2.19,3,5,5
2.2,3,5,5
2.2,3,5,5
2.21,3,5,5
2.22,3,5,5
2.23,3,5,5
2.24,3,5,5
2.25,3,5,5
2.25,3,5,5
2.26,3,5,5
2.27,3,5,5
2.28,3,5,5
2.29,3,5,5
2.3,3,5,5
2.3,3,5,5
2.31,3,5,5
2.32,3,5,5
2.33,3,5,5
2.34,3,5,5
2.35,3,5,5
2.35,3,5,5
2.36,3,5,5
2.37,3,5,5
2.38,3,5,5
2.39,3,5,5
2.399999999999999,3,5,5
2.399999999999999,3,5,5
2.41,3,5,5
2.42,3,5,5
2.43,3,5,5
2.44,3,5,5
2.449999999999999,3,5,5
2.449999999999999,3,5,5
2.46,3,5,5
2.47,3,5,5
2.48,3,5,5
2.49,3,5,5
2.499999999999999,3,5,5
2.499999999999999,3,5,5
2.51,3,5,5
2.52,3,5,5
2.53,3,5,5
2.54,3,5,5
2.549999999999999,3,5,5
2.549999999999999,3,5,5
2.56,3,5,5
2.57,3,5,5
2.58,3,5,5
2.59,3,5,5
2.599999999999999,3,5,5
2.599999999999999,3,5,5
2.6,3,5,5
2.61,3,5,5
2.62,3,5,5
2.63,3,5,5
2.64,3,5,5
2.649999999999999,3,5,5
2.649999999999999,3,5,5
2.65,3,5,5
2.66,3,5,5
2.67,3,5,5
2.68,3,5,5
2.69,3,5,5
2.699999999999998,3,5,5
2.699999999999998,3,5,5
2.7,3,5,5
2.71,3,5,5
2.72,3,5,5
2.73,3,5,5
2.74,3,5,5
2.749999999999998,3,5,5
2.749999999999998,3,5,5
2.75,3,5,5
2.76,3,5,5
2.77,3,5,5
2.78,3,5,5
2.79,3,5,5
2.799999999999998,3,5,5
2.799999999999998,3,5,5
2.8,3,5,5
2.81,3,5,5
2.82,3,5,5
2.83,3,5,5
2.84,3,5,5
2.849999999999998,3,5,5
2.849999999999998,3,5,5
2.85,3,5,5
2.86,3,5,5
2.87,3,5,5
2.88,3,5,5
2.89,3,5,5
2.899999999999998,3,5,5
2.899999999999998,3,5,5
2.9,3,5,5
2.91,3,5,5
2.92,3,5,5
2.93,3,5,5
2.94,3,5,5
2.949999999999998,3,5,5
2.949999999999998,3,5,5
2.95,3,5,5
2.96,3,5,5
2.97,3,5,5
2.98,3,5,5
2.99,3,5,5
2.999999999999997,3,5,5
2.999999999999997,4,5,5
3,4,5,5
3.01,4,5,5
3.02,4,5,5
3.03,4,5,5
3.04,4,5,5
3.049999999999997,4,5,5
3.049999999999997,4,5,5
3.05,4,5,5
3.06,4,5,5
3.07,4,5,5
3.08,4,5,5
3.09,4,5,5
3.090087894752821,4,5,5
3.090087894752821,4,6,6
3.090202403444002,4,6,6
3.090202403444002,4,6,6
3.099999999999997,4,6,6
3.099999999999997,4,6,6
3.1,4,6,6
3.11,4,6,6
3.12,4,6,6
3.13,4,6,6
3.14,4,6,6
3.149999999999997,4,6,6
3.149999999999997,4,6,6
3.15,4,6,6
3.16,4,6,6
3.17,4,6,6
3.18,4,6,6
3.19,4,6,6
3.199999999999997,4,6,6
3.199999999999997,4,6,6
3.2,4,6,6
3.21,4,6,6
3.22,4,6,6
3.23,4,6,6
3.24,4,6,6
3.249999999999996,4,6,6
3.249999999999996,4,6,6
3.25,4,6,6
3.26,4,6,6
3.27,4,6,6
3.28,4,6,6
3.29,4,6,6
3.299999999999996,4,6,6
3.299999999999996,4,6,6
3.3,4,6,6
3.31,4,6,6
3.32,4,6,6
3.33,4,6,6
3.34,4,6,6
3.349999999999996,4,6,6
3.349999999999996,4,6,6
3.35,4,6,6
3.36,4,6,6
3.37,4,6,6
3.38,4,6,6
3.39,4,6,6
3.399999999999996,4,6,6
3.399999999999996,4,6,6
3.4,4,6,6
3.41,4,6,6
3.42,4,6,6
3.43,4,6,6
3.44,4,6,6
3.449999999999996,4,6,6
3.449999999999996,4,6,6
3.45,4,6,6
3.46,4,6,6
3.47,4,6,6
3.48,4,6,6
3.49,4,6,6
3.499999999999996,4,6,6
3.499999999999996,4,6,6
3.5,4,6,6
3.51,4,6,6
3.52,4,6,6
3.53,4,6,6
3.54,4,6,6
3.549999999999995,4,6,6
3.549999999999995,4,6,6
3.55,4,6,6
3.56,4,6,6
3.57,4,6,6
3.58,4,6,6
3.59,4,6,6
3.599999999999995,4,6,6
3.599999999999995,4,6,6
3.6,4,6,6
3.61,4,6,6
3.62,4,6,6
3.63,4,6,6
3.64,4,6,6
3.649999999999995,4,6,6
3.649999999999995,4,6,6
3.65,4,6,6
3.66,4,6,6
3.67,4,6,6
3.68,4,6,6
3.69,4,6,6
3.699999999999995,4,6,6
3.699999999999995,4,6,6
3.7,4,6,6
3.71,4,6,6
3.72,4,6,6
3.73,4,6,6
3.74,4,6,6
3.749999999999995,4,6,6
3.749999999999995,4,6,6
3.75,4,6,6
3.76,4,6,6
3.77,4,6,6
3.78,4,6,6
3.79,4,6,6
3.799999999999994,4,6,6
3.799999999999994,4,6,6
3.8,4,6,6
3.81,4,6,6
3.82,4,6,6
3.83,4,6,6
3.84,4,6,6
3.849999999999994,4,6,6
3.849999999999994,4,6,6
3.85,4,6,6
3.86,4,6,6
3.87,4,6,6
3.88,4,6,6
3.89,4,6,6
3.899999999999994,4,6,6
3.899999999999994,4,6,6
3.9,4,6,6
3.91,4,6,6
3.92,4,6,6
3.93,4,6,6
3.94,4,6,6
3.949999999999994,4,6,6
3.949999999999994,4,6,6
3.95,4,6,6
3.96,4,6,6
3.97,4,6,6
3.98,4,6,6
3.99,4,6,6
3.999999999999994,4,6,6
3.999999999999994,5,6,6
4,5,6,6
4.01,5,6,6
4.02,5,6,6
4.03,5,6,6
4.04,5,6,6
4.049999999999994,5,6,6
4.049999999999994,5,6,6
4.05,5,6,6
4.06,5,6,6
4.07,5,6,6
4.08,5,6,6
4.09,5,6,6
4.090087894752854,5,6,6
4.090087894752854,5,7,7
4.09019956989144,5,7,7
4.09019956989144,5,7,7
4.099999999999993,5,7,7
4.099999999999993,5,7,7
4.1,5,7,7
4.11,5,7,7
4.12,5,7,7
4.13,5,7,7
4.14,5,7,7
4.149999999999993,5,7,7
4.149999999999993,5,7,7
4.15,5,7,7
4.16,5,7,7
4.17,5,7,7
4.18,5,7,7
4.19,5,7,7
4.199999999999993,5,7,7
4.199999999999993,5,7,7
4.2,5,7,7
4.21,5,7,7
4.22,5,7,7
4.23,5,7,7
4.24,5,7,7
4.249999999999993,5,7,7
4.249999999999993,5,7,7
4.25,5,7,7
4.26,5,7,7
4.27,5,7,7
4.28,5,7,7
4.29,5,7,7
4.299999999999993,5,7,7
4.299999999999993,5,7,7
4.3,5,7,7
4.31,5,7,7
4.32,5,7,7
4.33,5,7,7
4.34,5,7,7
4.349999999999993,5,7,7
4.349999999999993,5,7,7
4.35,5,7,7
4.36,5,7,7
4.37,5,7,7
4.38,5,7,7
4.39,5,7,7
4.399999999999992,5,7,7
4.399999999999992,5,7,7
4.4,5,7,7
4.41,5,7,7
4.42,5,7,7
4.43,5,7,7
4.44,5,7,7
4.449999999999992,5,7,7
4.449999999999992,5,7,7
4.45,5,7,7
4.46,5,7,7
4.47,5,7,7
4.48,5,7,7
4.49,5,7,7
4.499999999999992,5,7,7
4.499999999999992,5,7,7
4.5,5,7,7
4.51,5,7,7
4.52,5,7,7
4.53,5,7,7
4.54,5,7,7
4.549999999999992,5,7,7
4.549999999999992,5,7,7
4.55,5,7,7
4.56,5,7,7
4.57,5,7,7
4.58,5,7,7
4.59,5,7,7
4.599999999999992,5,7,7
4.599999999999992,5,7,7
4.6,5,7,7
4.61,5,7,7
4.62,5,7,7
4.63,5,7,7
4.64,5,7,7
4.649999999999991,5,7,7
4.649999999999991,5,7,7
4.65,5,7,7
4.66,5,7,7
4.67,5,7,7
4.68,5,7,7
4.69,5,7,7
4.699999999999991,5,7,7
4.699999999999991,5,7,7
4.7,5,7,7
4.71,5,7,7
4.72,5,7,7
4.73,5,7,7
4.74,5,7,7
4.749999999999991,5,7,7
4.749999999999991,5,7,7
4.75,5,7,7
4.76,5,7,7
4.77,5,7,7
4.78,5,7,7
4.79,5,7,7
4.799999999999991,5,7,7
4.799999999999991,5,7,7
4.8,5,7,7
4.81,5,7,7
4.82,5,7,7
4.83,5,7,7
4.84,5,7,7
4.849999999999991,5,7,7
4.849999999999991,5,7,7
4.85,5,7,7
4.86,5,7,7
4.87,5,7,7
4.88,5,7,7
4.89,5,7,7
4.899999999999991,5,7,7
4.899999999999991,5,7,7
4.9,5,7,7
4.91,5,7,7
4.92,5,7,7
4.93,5,7,7
4.94,5,7,7
4.94999999999999,5,7,7
4.94999999999999,5,7,7
4.95,5,7,7
4.96,5,7,7
4.97,5,7,7
4.98,5,7,7
4.99,5,7,7
4.99999999999999,5,7,7
4.99999999999999,6,7,7
5,6,7,7
5.000000000600082,6,7,7
5.000000000600082,6,7,7
5.01,6,7,7
5.02,6,7,7
5.03,6,7,7
5.04,6,7,7
5.04999999999999,6,7,7
5.04999999999999,6,7,7
5.05,6,7,7
5.06,6,7,7
5.07,6,7,7
5.08,6,7,7
5.09,6,7,7
5.090087894752842,6,7,7
5.090087894752842,6,8,8
5.090199564850647,6,8,8
5.090199564850647,6,8,8
5.09999999999999,6,8,8
5.09999999999999,6,8,8
5.1,6,8,8
5.11,6,8,8
5.12,6,8,8
5.13,6,8,8
5.14,6,8,8
5.14999999999999,6,8,8
5.14999999999999,6,8,8
5.15,6,8,8
5.16,6,8,8
5.17,6,8,8
5.18,6,8,8
5.19,6,8,8
5.19999999999999,6,8,8
5.19999999999999,6,8,8
5.2,6,8,8
5.21,6,8,8
5.22,6,8,8
5.23,6,8,8
5.24,6,8,8
5.249999999999989,6,8,8
5.249999999999989,6,8,8
5.25,6,8,8
5.26,6,8,8
5.27,6,8,8
5.28,6,8,8
5.29,6,8,8
5.299999999999989,6,8,8
5.299999999999989,6,8,8
5.3,6,8,8
5.31,6,8,8
5.32,6,8,8
5.33,6,8,8
5.34,6,8,8
5.349999999999989,6,8,8
5.349999999999989,6,8,8
5.35,6,8,8
5.36,6,8,8
5.37,6,8,8
5.38,6,8,8
5.39,6,8,8
